img_filename,mask_found,img_w,img_h,mask_w,mask_h,size_match,bird_frac,split,y,place,g_orig
001.Black_footed_Albatross/Black_Footed_Albatross_0046_18.jpg,True,500,335,500,335,True,0.3219283582089552,2,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0009_34.jpg,True,500,336,500,336,True,0.061547619047619045,0,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0002_55.jpg,True,500,347,500,347,True,0.18687608069164266,2,1,0,1
001.Black_footed_Albatross/Black_Footed_Albatross_0074_59.jpg,True,415,500,415,500,True,0.09220722891566265,0,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0014_89.jpg,True,331,380,331,380,True,0.07979806010494514,0,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0085_92.jpg,True,500,470,500,470,True,0.12151489361702128,2,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0031_100.jpg,True,500,340,500,340,True,0.3770058823529412,0,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0051_796103.jpg,True,500,391,500,391,True,0.11734526854219948,1,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0010_796097.jpg,True,500,416,500,416,True,0.05988461538461538,0,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0025_796057.jpg,True,250,208,250,208,True,0.3076923076923077,2,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0023_796059.jpg,True,350,350,350,350,True,0.03911836734693878,0,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0086_796062.jpg,True,420,280,420,280,True,0.1044812925170068,2,1,0,1
001.Black_footed_Albatross/Black_Footed_Albatross_0049_796063.jpg,True,307,500,307,500,True,0.26808469055374595,2,1,0,1
001.Black_footed_Albatross/Black_Footed_Albatross_0006_796065.jpg,True,350,350,350,350,True,0.07324081632653061,2,1,0,1
001.Black_footed_Albatross/Black_Footed_Albatross_0040_796066.jpg,True,500,379,500,379,True,0.11674406332453825,0,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0016_796067.jpg,True,500,357,500,357,True,0.11453221288515406,2,1,0,1
001.Black_footed_Albatross/Black_Footed_Albatross_0065_796068.jpg,True,350,350,350,350,True,0.13019591836734695,2,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0089_796069.jpg,True,500,334,500,334,True,0.14489820359281438,0,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0042_796071.jpg,True,500,356,500,356,True,0.12213483146067415,2,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0067_170.jpg,True,333,500,333,500,True,0.09755555555555556,0,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0060_796076.jpg,True,320,240,320,240,True,0.24850260416666667,0,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0090_796077.jpg,True,216,136,216,136,True,0.4435253267973856,2,1,0,1
001.Black_footed_Albatross/Black_Footed_Albatross_0056_796078.jpg,True,500,390,500,390,True,0.07198461538461538,0,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0061_796082.jpg,True,240,187,240,187,True,0.22468805704099823,2,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0008_796083.jpg,True,500,357,500,357,True,0.1003249299719888,2,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0033_796086.jpg,True,500,375,500,375,True,0.19718933333333333,2,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0024_796089.jpg,True,500,414,500,414,True,0.13730434782608697,2,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0005_796090.jpg,True,500,335,500,335,True,0.15586268656716418,2,1,0,1
001.Black_footed_Albatross/Black_Footed_Albatross_0026_796095.jpg,True,500,332,500,332,True,0.04637349397590362,2,1,0,1
001.Black_footed_Albatross/Black_Footed_Albatross_0080_796096.jpg,True,376,322,376,322,True,0.129212369499141,0,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0047_796064.jpg,True,500,360,500,360,True,0.13395555555555555,1,1,0,1
001.Black_footed_Albatross/Black_Footed_Albatross_0017_796098.jpg,True,500,392,500,392,True,0.10008673469387755,0,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0064_796101.jpg,True,400,333,400,333,True,0.13366366366366367,2,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0076_417.jpg,True,500,441,500,441,True,0.13920181405895693,2,1,0,1
001.Black_footed_Albatross/Black_Footed_Albatross_0019_796104.jpg,True,500,338,500,338,True,0.09288165680473373,0,1,0,1
001.Black_footed_Albatross/Black_Footed_Albatross_0057_796106.jpg,True,500,337,500,337,True,0.1950979228486647,0,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0041_796108.jpg,True,500,500,500,500,True,0.045556,0,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0053_796109.jpg,True,455,450,455,450,True,0.506989010989011,2,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0001_796111.jpg,True,320,223,320,223,True,0.0866451793721973,2,1,0,1
001.Black_footed_Albatross/Black_Footed_Albatross_0071_796113.jpg,True,389,500,389,500,True,0.0939331619537275,0,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0077_796114.jpg,True,450,500,450,500,True,0.1303111111111111,0,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0032_796115.jpg,True,500,383,500,383,True,0.12572845953002612,0,1,0,1
001.Black_footed_Albatross/Black_Footed_Albatross_0038_212.jpg,True,500,332,500,332,True,0.12139156626506024,0,1,1,0
001.Black_footed_Albatross/Black_Footed_Albatross_0037_796120.jpg,True,448,272,448,272,True,0.06659499737394958,2,1,1,0
